Material_Order_ID,Delivery_Date,Order_Date,Order_Number,Material,Restaurant
R7M005000036,1997-03-22,1997-03-20,10000.0,鴨肉片,0007
R2M005000037,1997-03-24,1997-03-19,20000.0,鴨肉片,0002
R8M005000038,1997-03-25,1997-03-15,8000.0,鴨肉片,0008
R7M003000062,1997-03-26,1997-03-24,2000.0,全鴨,0007
R9M003000039,1997-03-26,1997-03-18,1500.0,全鴨,0009
R1M003000056,1997-03-27,1997-03-19,1500.0,全鴨,0001
R6M003000083,1997-03-27,1997-03-24,1000.0,全鴨,0006
R2M004000015,1997-03-28,1997-03-23,49225.0,香草,0002
R4M003000051,1997-03-29,1997-03-21,2500.0,全鴨,0004
R3M005000042,1997-03-30,1997-03-23,20000.0,鴨肉片,0003
R3M003000089,1997-03-30,1997-03-23,2500.0,全鴨,0003
R3M004000023,1997-03-30,1997-03-23,30000.0,香草,0003
R1M005000046,1997-03-31,1997-03-23,10000.0,鴨肉片,0001
R7M004000047,1997-03-31,1997-03-29,8000.0,香草,0007
R6M005000054,1997-03-31,1997-03-28,8000.0,鴨肉片,0006
R9M005000044,1997-03-31,1997-03-23,8000.0,鴨肉片,0009
R10M003000083,1997-04-02,1997-03-27,2000.0,全鴨,0010
R10M005000051,1997-04-02,1997-03-27,15000.0,鴨肉片,0010
R2M003000048,1997-04-04,1997-03-30,3000.0,全鴨,0002
R5M005000024,1997-04-05,1997-03-30,16033.0,鴨肉片,0005
R1M004000026,1997-04-05,1997-03-28,10000.0,香草,0001
R6M003000084,1997-04-06,1997-04-03,1000.0,全鴨,0006
R8M003000040,1997-04-08,1997-03-29,1500.0,全鴨,0008
R7M001000018,1997-04-08,1997-04-06,5000.0,米,0007
R5M003000034,1997-04-08,1997-04-02,3825.0,全鴨,0005
R7M003000063,1997-04-09,1997-04-07,2000.0,全鴨,0007
R3M003000090,1997-04-10,1997-04-03,2500.0,全鴨,0003
R10M003000084,1997-04-11,1997-04-05,2000.0,全鴨,0010
R1M003000057,1997-04-12,1997-04-04,1500.0,全鴨,0001
R5M004000011,1997-04-15,1997-04-09,35292.0,香草,0005
R6M003000085,1997-04-16,1997-04-13,1000.0,全鴨,0006
R4M005000037,1997-04-16,1997-04-08,29123.0,鴨肉片,0004
R4M003000052,1997-04-16,1997-04-08,3532.0,全鴨,0004
R9M003000040,1997-04-17,1997-04-09,1500.0,全鴨,0009
R7M005000037,1997-04-18,1997-04-16,10000.0,鴨肉片,0007
R7M004000048,1997-04-18,1997-04-16,8000.0,香草,0007
R8M005000039,1997-04-19,1997-04-09,8000.0,鴨肉片,0008
R2M005000038,1997-04-19,1997-04-14,37142.0,鴨肉片,0002
R2M003000049,1997-04-20,1997-04-15,3000.0,全鴨,0002
R3M003000091,1997-04-20,1997-04-13,2500.0,全鴨,0003
R6M005000055,1997-04-20,1997-04-17,8000.0,鴨肉片,0006
R10M003000085,1997-04-21,1997-04-15,2000.0,全鴨,0010
R7M003000064,1997-04-22,1997-04-20,2000.0,全鴨,0007
R3M005000043,1997-04-22,1997-04-15,20000.0,鴨肉片,0003
R10M005000052,1997-04-24,1997-04-18,15000.0,鴨肉片,0010
R1M005000047,1997-04-25,1997-04-17,10000.0,鴨肉片,0001
R9M005000045,1997-04-25,1997-04-17,8000.0,鴨肉片,0009
R7M002000038,1997-04-25,1997-04-23,2000.0,麵線,0007
R1M003000058,1997-04-26,1997-04-18,1500.0,全鴨,0001
R6M003000086,1997-04-27,1997-04-24,1000.0,全鴨,0006
R1M001000017,1997-04-27,1997-04-19,6000.0,米,0001
R8M003000041,1997-04-29,1997-04-19,1500.0,全鴨,0008
R8M004000010,1997-04-29,1997-04-19,20000.0,香草,0008
R3M001000009,1997-05-01,1997-04-24,20000.0,米,0003
R10M004000018,1997-05-01,1997-04-25,30000.0,香草,0010
R3M003000092,1997-05-01,1997-04-24,2500.0,全鴨,0003
R10M003000086,1997-05-01,1997-04-25,2000.0,全鴨,0010
R5M003000035,1997-05-03,1997-04-27,3348.0,全鴨,0005
R4M004000014,1997-05-03,1997-04-25,32254.0,香草,0004
R4M003000053,1997-05-03,1997-04-25,2500.0,全鴨,0004
R7M003000065,1997-05-05,1997-05-03,2000.0,全鴨,0007
R2M003000050,1997-05-05,1997-04-30,3000.0,全鴨,0002
R7M004000049,1997-05-05,1997-05-03,8000.0,香草,0007
R10M002000010,1997-05-06,1997-04-30,15000.0,麵線,0010
R6M003000087,1997-05-07,1997-05-04,1000.0,全鴨,0006
R9M003000041,1997-05-08,1997-04-30,1500.0,全鴨,0009
R1M004000027,1997-05-08,1997-04-30,10000.0,香草,0001
R9M004000010,1997-05-08,1997-04-30,20000.0,香草,0009
R6M005000056,1997-05-10,1997-05-07,8000.0,鴨肉片,0006
R1M003000059,1997-05-11,1997-05-03,1500.0,全鴨,0001
R10M003000087,1997-05-11,1997-05-05,2000.0,全鴨,0010
R3M004000024,1997-05-12,1997-05-05,30000.0,香草,0003
R9M001000009,1997-05-12,1997-05-04,10000.0,米,0009
R3M003000093,1997-05-12,1997-05-05,2500.0,全鴨,0003
R2M002000011,1997-05-13,1997-05-08,20236.0,麵線,0002
R8M005000040,1997-05-15,1997-05-05,8000.0,鴨肉片,0008
R2M005000039,1997-05-15,1997-05-10,20000.0,鴨肉片,0002
R3M005000044,1997-05-16,1997-05-09,20000.0,鴨肉片,0003
R6M003000088,1997-05-17,1997-05-14,1000.0,全鴨,0006
R10M005000053,1997-05-17,1997-05-11,15000.0,鴨肉片,0010
R7M005000038,1997-05-17,1997-05-15,10000.0,鴨肉片,0007
R4M005000038,1997-05-18,1997-05-10,20000.0,鴨肉片,0004
R7M002000039,1997-05-19,1997-05-17,2000.0,麵線,0007
R2M004000016,1997-05-19,1997-05-14,30000.0,香草,0002
R7M003000066,1997-05-19,1997-05-17,2000.0,全鴨,0007
R1M005000048,1997-05-19,1997-05-11,10000.0,鴨肉片,0001
R2M001000014,1997-05-19,1997-05-14,12000.0,米,0002
R4M003000054,1997-05-20,1997-05-12,2500.0,全鴨,0004
R2M003000051,1997-05-21,1997-05-16,3000.0,全鴨,0002
R9M005000046,1997-05-21,1997-05-13,8000.0,鴨肉片,0009
R5M001000009,1997-05-21,1997-05-15,10000.0,米,0005
R8M003000042,1997-05-21,1997-05-11,1500.0,全鴨,0008
R10M003000088,1997-05-22,1997-05-16,2000.0,全鴨,0010
R7M004000050,1997-05-23,1997-05-21,8000.0,香草,0007
R3M003000094,1997-05-23,1997-05-16,2500.0,全鴨,0003
R5M005000025,1997-05-24,1997-05-18,17755.0,鴨肉片,0005
R5M002000008,1997-05-24,1997-05-18,10000.0,麵線,0005
R6M001000009,1997-05-25,1997-05-22,10000.0,米,0006
R3M002000009,1997-05-27,1997-05-20,20000.0,麵線,0003
R6M003000089,1997-05-27,1997-05-24,1000.0,全鴨,0006
R6M002000008,1997-05-27,1997-05-24,10000.0,麵線,0006
R1M003000060,1997-05-27,1997-05-19,1500.0,全鴨,0001
R4M002000008,1997-05-28,1997-05-20,20000.0,麵線,0004
R9M002000008,1997-05-28,1997-05-20,10000.0,麵線,0009
R5M003000036,1997-05-28,1997-05-22,2000.0,全鴨,0005
R4M001000009,1997-05-29,1997-05-21,20000.0,米,0004
R6M005000057,1997-05-29,1997-05-26,8000.0,鴨肉片,0006
R9M003000042,1997-05-30,1997-05-22,1500.0,全鴨,0009
R10M003000089,1997-05-31,1997-05-25,2000.0,全鴨,0010
R7M003000067,1997-06-01,1997-05-30,2000.0,全鴨,0007
R3M003000095,1997-06-03,1997-05-27,2500.0,全鴨,0003
R1M002000012,1997-06-03,1997-05-26,8000.0,麵線,0001
R4M003000055,1997-06-04,1997-05-27,2500.0,全鴨,0004
R10M005000054,1997-06-05,1997-05-30,15000.0,鴨肉片,0010
R6M003000090,1997-06-06,1997-06-03,1000.0,全鴨,0006
R7M002000040,1997-06-06,1997-06-04,2000.0,麵線,0007
R2M003000052,1997-06-06,1997-06-01,5183.0,全鴨,0002
R3M005000045,1997-06-06,1997-05-30,20000.0,鴨肉片,0003
R8M005000041,1997-06-07,1997-05-28,8000.0,鴨肉片,0008
R8M001000008,1997-06-08,1997-05-29,10000.0,米,0008
R2M005000040,1997-06-08,1997-06-03,20000.0,鴨肉片,0002
R1M005000049,1997-06-08,1997-05-31,10000.0,鴨肉片,0001
R7M004000051,1997-06-10,1997-06-08,8000.0,香草,0007
R10M003000090,1997-06-11,1997-06-05,2000.0,全鴨,0010
R7M005000039,1997-06-11,1997-06-09,10000.0,鴨肉片,0007
R9M005000047,1997-06-12,1997-06-04,8000.0,鴨肉片,0009
R8M003000043,1997-06-12,1997-06-02,1500.0,全鴨,0008
R4M005000039,1997-06-13,1997-06-05,20000.0,鴨肉片,0004
R1M004000028,1997-06-13,1997-06-05,10000.0,香草,0001
R1M003000061,1997-06-13,1997-06-05,1500.0,全鴨,0001
R7M003000068,1997-06-14,1997-06-12,2000.0,全鴨,0007
R3M003000096,1997-06-14,1997-06-07,2500.0,全鴨,0003
R6M004000010,1997-06-15,1997-06-12,30000.0,香草,0006
R7M001000019,1997-06-15,1997-06-13,5000.0,米,0007
R6M005000058,1997-06-15,1997-06-12,8000.0,鴨肉片,0006
R8M002000007,1997-06-16,1997-06-06,10000.0,麵線,0008
R6M003000091,1997-06-16,1997-06-13,1000.0,全鴨,0006
R9M003000043,1997-06-20,1997-06-12,1500.0,全鴨,0009
R10M004000019,1997-06-20,1997-06-14,30000.0,香草,0010
R10M003000091,1997-06-20,1997-06-14,2000.0,全鴨,0010
R4M003000056,1997-06-20,1997-06-12,2931.0,全鴨,0004
R10M005000055,1997-06-21,1997-06-15,15000.0,鴨肉片,0010
R2M003000053,1997-06-21,1997-06-16,3000.0,全鴨,0002
R7M002000041,1997-06-22,1997-06-20,2000.0,麵線,0007
R3M005000046,1997-06-23,1997-06-16,20000.0,鴨肉片,0003
R5M003000037,1997-06-23,1997-06-17,2000.0,全鴨,0005
R3M003000097,1997-06-25,1997-06-18,2500.0,全鴨,0003
R3M004000025,1997-06-25,1997-06-18,30000.0,香草,0003
R6M003000092,1997-06-26,1997-06-23,1000.0,全鴨,0006
R1M005000050,1997-06-26,1997-06-18,10000.0,鴨肉片,0001
R2M005000041,1997-06-27,1997-06-22,20000.0,鴨肉片,0002
R8M005000042,1997-06-27,1997-06-17,8000.0,鴨肉片,0008
R7M003000069,1997-06-27,1997-06-25,2000.0,全鴨,0007
R7M004000052,1997-06-27,1997-06-25,8000.0,香草,0007
R1M003000062,1997-06-27,1997-06-19,1500.0,全鴨,0001
R5M005000026,1997-06-29,1997-06-23,15000.0,鴨肉片,0005
R6M005000059,1997-06-29,1997-06-26,8000.0,鴨肉片,0006
R7M005000040,1997-06-30,1997-06-28,10000.0,鴨肉片,0007
R10M003000092,1997-06-30,1997-06-24,2000.0,全鴨,0010
R9M005000048,1997-06-30,1997-06-22,8000.0,鴨肉片,0009
R10M001000012,1997-07-03,1997-06-27,15000.0,米,0010
R4M005000040,1997-07-04,1997-06-26,36024.0,鴨肉片,0004
R8M003000044,1997-07-04,1997-06-24,1500.0,全鴨,0008
R6M003000093,1997-07-05,1997-07-02,1000.0,全鴨,0006
R3M003000098,1997-07-06,1997-06-29,2500.0,全鴨,0003
R10M005000056,1997-07-06,1997-06-30,15000.0,鴨肉片,0010
R7M002000042,1997-07-06,1997-07-04,2000.0,麵線,0007
R2M003000054,1997-07-07,1997-07-02,3000.0,全鴨,0002
R4M003000057,1997-07-08,1997-06-30,2500.0,全鴨,0004
R4M004000015,1997-07-08,1997-06-30,34093.0,香草,0004
R10M003000093,1997-07-09,1997-07-03,2000.0,全鴨,0010
R5M004000012,1997-07-09,1997-07-03,21193.0,香草,0005
R3M005000047,1997-07-10,1997-07-03,20000.0,鴨肉片,0003
R2M004000017,1997-07-10,1997-07-05,30000.0,香草,0002
R7M003000070,1997-07-11,1997-07-09,2000.0,全鴨,0007
R1M005000051,1997-07-11,1997-07-03,10000.0,鴨肉片,0001
R1M001000018,1997-07-12,1997-07-04,6000.0,米,0001
R6M005000060,1997-07-12,1997-07-09,8000.0,鴨肉片,0006
R1M003000063,1997-07-13,1997-07-05,1500.0,全鴨,0001
R9M003000044,1997-07-13,1997-07-05,1500.0,全鴨,0009
R2M002000012,1997-07-13,1997-07-08,26071.0,麵線,0002
R2M005000042,1997-07-14,1997-07-09,25824.0,鴨肉片,0002
R8M005000043,1997-07-14,1997-07-04,8000.0,鴨肉片,0008
R7M004000053,1997-07-15,1997-07-13,8000.0,香草,0007
R9M005000049,1997-07-15,1997-07-07,8000.0,鴨肉片,0009
R6M003000094,1997-07-16,1997-07-13,1000.0,全鴨,0006
R1M004000029,1997-07-16,1997-07-08,10000.0,香草,0001
R3M003000099,1997-07-17,1997-07-10,2500.0,全鴨,0003
R10M002000011,1997-07-17,1997-07-11,15000.0,麵線,0010
R7M005000041,1997-07-18,1997-07-16,10000.0,鴨肉片,0007
R5M003000038,1997-07-19,1997-07-13,2000.0,全鴨,0005
R10M003000094,1997-07-19,1997-07-13,2000.0,全鴨,0010
R10M005000057,1997-07-19,1997-07-13,15000.0,鴨肉片,0010
R7M002000043,1997-07-21,1997-07-19,2000.0,麵線,0007
R4M005000041,1997-07-23,1997-07-15,20000.0,鴨肉片,0004
R2M003000055,1997-07-23,1997-07-18,5702.0,全鴨,0002
R4M003000058,1997-07-24,1997-07-16,4948.0,全鴨,0004
R7M003000071,1997-07-24,1997-07-22,2000.0,全鴨,0007
R6M005000061,1997-07-24,1997-07-21,8000.0,鴨肉片,0006
R3M005000048,1997-07-25,1997-07-18,20000.0,鴨肉片,0003
R8M003000045,1997-07-26,1997-07-16,1500.0,全鴨,0008
R1M005000052,1997-07-26,1997-07-18,10000.0,鴨肉片,0001
R6M003000095,1997-07-26,1997-07-23,1000.0,全鴨,0006
R2M001000015,1997-07-27,1997-07-22,12000.0,米,0002
R3M003000100,1997-07-28,1997-07-21,2500.0,全鴨,0003
R5M005000027,1997-07-28,1997-07-22,15000.0,鴨肉片,0005
R7M001000020,1997-07-28,1997-07-26,5000.0,米,0007
R1M003000064,1997-07-28,1997-07-20,1500.0,全鴨,0001
R1M002000013,1997-07-29,1997-07-21,8000.0,麵線,0001
R10M003000095,1997-07-29,1997-07-23,2000.0,全鴨,0010
R9M005000050,1997-07-30,1997-07-22,8000.0,鴨肉片,0009
R8M005000044,1997-07-31,1997-07-21,8000.0,鴨肉片,0008
R2M005000043,1997-07-31,1997-07-26,20000.0,鴨肉片,0002
R10M005000058,1997-08-01,1997-07-26,15000.0,鴨肉片,0010
R9M003000045,1997-08-02,1997-07-25,1500.0,全鴨,0009
R7M004000054,1997-08-02,1997-07-31,8000.0,香草,0007
R7M005000042,1997-08-04,1997-08-02,10000.0,鴨肉片,0007
R8M004000011,1997-08-04,1997-07-25,20000.0,香草,0008
R6M003000096,1997-08-05,1997-08-02,1000.0,全鴨,0006
R6M005000062,1997-08-06,1997-08-03,8000.0,鴨肉片,0006
R7M002000044,1997-08-06,1997-08-04,2000.0,麵線,0007
R7M003000072,1997-08-06,1997-08-04,2000.0,全鴨,0007
R2M003000056,1997-08-07,1997-08-02,3000.0,全鴨,0002
R10M004000020,1997-08-08,1997-08-02,30000.0,香草,0010
R3M003000101,1997-08-08,1997-08-01,2500.0,全鴨,0003
R3M004000026,1997-08-08,1997-08-01,30000.0,香草,0003
R10M003000096,1997-08-08,1997-08-02,2000.0,全鴨,0010
R3M005000049,1997-08-09,1997-08-02,20000.0,鴨肉片,0003
R3M002000010,1997-08-09,1997-08-02,20000.0,麵線,0003
R1M005000053,1997-08-10,1997-08-02,10000.0,鴨肉片,0001
R1M003000065,1997-08-11,1997-08-03,1500.0,全鴨,0001
R4M005000042,1997-08-11,1997-08-03,33737.0,鴨肉片,0004
R4M003000059,1997-08-11,1997-08-03,4176.0,全鴨,0004
R5M003000039,1997-08-12,1997-08-06,2000.0,全鴨,0005
R3M001000010,1997-08-13,1997-08-06,20000.0,米,0003
R9M004000011,1997-08-13,1997-08-05,20000.0,香草,0009
R10M005000059,1997-08-15,1997-08-09,15000.0,鴨肉片,0010
R9M005000051,1997-08-15,1997-08-07,8000.0,鴨肉片,0009
R6M003000097,1997-08-15,1997-08-12,1000.0,全鴨,0006
R8M003000046,1997-08-16,1997-08-06,1500.0,全鴨,0008
R8M005000045,1997-08-17,1997-08-07,8000.0,鴨肉片,0008
R2M005000044,1997-08-17,1997-08-12,22203.0,鴨肉片,0002
R1M004000030,1997-08-18,1997-08-10,10000.0,香草,0001
R7M003000073,1997-08-19,1997-08-17,2000.0,全鴨,0007
R10M003000097,1997-08-19,1997-08-13,2000.0,全鴨,0010
R3M003000102,1997-08-20,1997-08-13,2500.0,全鴨,0003
R1M001000019,1997-08-20,1997-08-12,6000.0,米,0001
R6M005000063,1997-08-20,1997-08-17,8000.0,鴨肉片,0006
R7M004000055,1997-08-20,1997-08-18,8000.0,香草,0007
R7M005000043,1997-08-22,1997-08-20,10000.0,鴨肉片,0007
R2M003000057,1997-08-23,1997-08-18,4703.0,全鴨,0002
R9M003000046,1997-08-24,1997-08-16,1500.0,全鴨,0009
R6M003000098,1997-08-24,1997-08-21,1000.0,全鴨,0006
R1M003000066,1997-08-25,1997-08-17,1500.0,全鴨,0001
R1M005000054,1997-08-25,1997-08-17,10000.0,鴨肉片,0001
R3M005000050,1997-08-26,1997-08-19,20000.0,鴨肉片,0003
R5M005000028,1997-08-27,1997-08-21,15000.0,鴨肉片,0005
R7M002000045,1997-08-27,1997-08-25,2000.0,麵線,0007
R4M003000060,1997-08-28,1997-08-20,2500.0,全鴨,0004
R10M003000098,1997-08-28,1997-08-22,2000.0,全鴨,0010
R9M001000010,1997-08-29,1997-08-21,10000.0,米,0009
R10M005000060,1997-08-29,1997-08-23,15000.0,鴨肉片,0010
R7M001000021,1997-08-29,1997-08-27,5000.0,米,0007
R5M002000009,1997-08-30,1997-08-24,10000.0,麵線,0005
R5M001000010,1997-08-31,1997-08-25,18201.0,米,0005
R3M003000103,1997-08-31,1997-08-24,2500.0,全鴨,0003
R9M005000052,1997-08-31,1997-08-23,8000.0,鴨肉片,0009
R2M004000018,1997-08-31,1997-08-26,30000.0,香草,0002
R4M005000043,1997-08-31,1997-08-23,39908.0,鴨肉片,0004
R10M001000013,1997-09-02,1997-08-27,15000.0,米,0010
R6M001000010,1997-09-02,1997-08-30,10000.0,米,0006
R6M002000009,1997-09-02,1997-08-30,10000.0,麵線,0006
R7M003000074,1997-09-02,1997-08-31,2000.0,全鴨,0007
R6M003000099,1997-09-03,1997-08-31,1000.0,全鴨,0006
R6M005000064,1997-09-03,1997-08-31,8000.0,鴨肉片,0006
R9M002000009,1997-09-03,1997-08-26,10000.0,麵線,0009
R4M002000009,1997-09-04,1997-08-27,20000.0,麵線,0004
R2M005000045,1997-09-04,1997-08-30,20000.0,鴨肉片,0002
R4M001000010,1997-09-04,1997-08-27,20000.0,米,0004
R8M005000046,1997-09-04,1997-08-25,8000.0,鴨肉片,0008
R5M003000040,1997-09-06,1997-08-31,2901.0,全鴨,0005
R8M003000047,1997-09-06,1997-08-27,1500.0,全鴨,0008
R2M003000058,1997-09-07,1997-09-02,3000.0,全鴨,0002
R7M004000056,1997-09-07,1997-09-05,8000.0,香草,0007
R10M003000099,1997-09-07,1997-09-01,2000.0,全鴨,0010
R1M003000067,1997-09-08,1997-08-31,1500.0,全鴨,0001
R2M001000016,1997-09-10,1997-09-05,16543.0,米,0002
R3M003000104,1997-09-11,1997-09-04,2500.0,全鴨,0003
R7M005000044,1997-09-11,1997-09-09,10000.0,鴨肉片,0007
R1M005000055,1997-09-12,1997-09-04,10000.0,鴨肉片,0001
R6M003000100,1997-09-13,1997-09-10,1000.0,全鴨,0006
R3M005000051,1997-09-13,1997-09-06,20000.0,鴨肉片,0003
R9M003000047,1997-09-14,1997-09-06,1500.0,全鴨,0009
R4M003000061,1997-09-14,1997-09-06,2500.0,全鴨,0004
R8M001000009,1997-09-14,1997-09-04,10000.0,米,0008
R10M005000061,1997-09-14,1997-09-08,15000.0,鴨肉片,0010
R4M004000016,1997-09-14,1997-09-06,51846.0,香草,0004
R7M003000075,1997-09-16,1997-09-14,2000.0,全鴨,0007
R10M003000100,1997-09-17,1997-09-11,2000.0,全鴨,0010
R6M005000065,1997-09-18,1997-09-15,8000.0,鴨肉片,0006
R1M004000031,1997-09-19,1997-09-11,10000.0,香草,0001
R9M005000053,1997-09-20,1997-09-12,8000.0,鴨肉片,0009
R6M004000011,1997-09-22,1997-09-19,30000.0,香草,0006
R2M003000059,1997-09-22,1997-09-17,3000.0,全鴨,0002
R4M005000044,1997-09-23,1997-09-15,20000.0,鴨肉片,0004
R3M003000105,1997-09-23,1997-09-16,2500.0,全鴨,0003
R3M004000027,1997-09-23,1997-09-16,30000.0,香草,0003
R6M003000101,1997-09-23,1997-09-20,1000.0,全鴨,0006
R7M004000057,1997-09-24,1997-09-22,8000.0,香草,0007
R1M003000068,1997-09-25,1997-09-17,1500.0,全鴨,0001
R8M005000047,1997-09-25,1997-09-15,8000.0,鴨肉片,0008
R7M002000046,1997-09-25,1997-09-23,2000.0,麵線,0007
R2M005000046,1997-09-25,1997-09-20,20000.0,鴨肉片,0002
R8M003000048,1997-09-28,1997-09-18,1500.0,全鴨,0008
R10M004000021,1997-09-28,1997-09-22,30000.0,香草,0010
R10M003000101,1997-09-28,1997-09-22,2000.0,全鴨,0010
R5M004000013,1997-09-29,1997-09-23,35821.0,香草,0005
R7M003000076,1997-09-29,1997-09-27,2000.0,全鴨,0007
R2M002000013,1997-09-30,1997-09-25,17487.0,麵線,0002
R4M003000062,1997-09-30,1997-09-22,2500.0,全鴨,0004
R5M003000041,1997-10-01,1997-09-25,2000.0,全鴨,0005
R1M005000056,1997-10-02,1997-09-24,10000.0,鴨肉片,0001
R1M001000020,1997-10-02,1997-09-24,6000.0,米,0001
R6M003000102,1997-10-03,1997-09-30,1000.0,全鴨,0006
R10M005000062,1997-10-03,1997-09-27,15000.0,鴨肉片,0010
R3M005000052,1997-10-03,1997-09-26,20000.0,鴨肉片,0003
R5M005000029,1997-10-04,1997-09-28,15000.0,鴨肉片,0005
R7M005000045,1997-10-04,1997-10-02,10000.0,鴨肉片,0007
R3M003000106,1997-10-05,1997-09-28,2500.0,全鴨,0003
R7M001000022,1997-10-06,1997-10-04,5000.0,米,0007
R9M003000048,1997-10-06,1997-09-28,1500.0,全鴨,0009
R2M003000060,1997-10-07,1997-10-02,4200.0,全鴨,0002
R6M005000066,1997-10-07,1997-10-04,8000.0,鴨肉片,0006
R10M003000102,1997-10-08,1997-10-02,2000.0,全鴨,0010
R1M003000069,1997-10-09,1997-10-01,1500.0,全鴨,0001
R7M003000077,1997-10-12,1997-10-10,2000.0,全鴨,0007
R7M004000058,1997-10-12,1997-10-10,8000.0,香草,0007
R6M003000103,1997-10-13,1997-10-10,1000.0,全鴨,0006
R9M005000054,1997-10-14,1997-10-06,8000.0,鴨肉片,0009
R3M003000107,1997-10-16,1997-10-09,2500.0,全鴨,0003
R4M003000063,1997-10-17,1997-10-09,2957.0,全鴨,0004
R10M003000103,1997-10-18,1997-10-12,2000.0,全鴨,0010
R8M003000049,1997-10-18,1997-10-08,1500.0,全鴨,0008
R8M005000048,1997-10-19,1997-10-09,8000.0,鴨肉片,0008
R2M005000047,1997-10-20,1997-10-15,27148.0,鴨肉片,0002
R2M004000019,1997-10-20,1997-10-15,31888.0,香草,0002
R4M005000045,1997-10-22,1997-10-14,31469.0,鴨肉片,0004
R2M003000061,1997-10-22,1997-10-17,3579.0,全鴨,0002
R1M004000032,1997-10-22,1997-10-14,10000.0,香草,0001
R6M003000104,1997-10-23,1997-10-20,1000.0,全鴨,0006
R10M005000063,1997-10-24,1997-10-18,15000.0,鴨肉片,0010
R1M003000070,1997-10-24,1997-10-16,1500.0,全鴨,0001
R7M003000078,1997-10-25,1997-10-23,2000.0,全鴨,0007
R5M003000042,1997-10-26,1997-10-20,2000.0,全鴨,0005
R3M005000053,1997-10-26,1997-10-19,20000.0,鴨肉片,0003
R1M005000057,1997-10-27,1997-10-19,10000.0,鴨肉片,0001
R6M005000067,1997-10-27,1997-10-24,8000.0,鴨肉片,0006
R9M003000049,1997-10-27,1997-10-19,1500.0,全鴨,0009
R7M002000047,1997-10-27,1997-10-25,2000.0,麵線,0007
R3M003000108,1997-10-27,1997-10-20,2500.0,全鴨,0003
R10M003000104,1997-10-28,1997-10-22,2000.0,全鴨,0010
R7M004000059,1997-10-30,1997-10-28,8000.0,香草,0007
R7M005000046,1997-10-31,1997-10-29,10000.0,鴨肉片,0007
R8M002000008,1997-10-31,1997-10-21,10000.0,麵線,0008
R6M003000105,1997-11-03,1997-10-31,1000.0,全鴨,0006
R2M003000062,1997-11-05,1997-10-31,3000.0,全鴨,0002
R4M003000064,1997-11-06,1997-10-29,2500.0,全鴨,0004
R8M004000012,1997-11-06,1997-10-27,20000.0,香草,0008
R3M004000028,1997-11-07,1997-10-31,30000.0,香草,0003
R10M003000105,1997-11-07,1997-11-01,2000.0,全鴨,0010
R7M003000079,1997-11-07,1997-11-05,2000.0,全鴨,0007
R3M003000109,1997-11-08,1997-11-01,2500.0,全鴨,0003
R1M003000071,1997-11-08,1997-10-31,1500.0,全鴨,0001
R10M002000012,1997-11-08,1997-11-02,15000.0,麵線,0010
R8M003000050,1997-11-09,1997-10-30,1500.0,全鴨,0008
R9M005000055,1997-11-10,1997-11-02,8000.0,鴨肉片,0009
R3M001000011,1997-11-11,1997-11-04,20000.0,米,0003
R1M002000014,1997-11-13,1997-11-05,8000.0,麵線,0001
R6M003000106,1997-11-13,1997-11-10,1000.0,全鴨,0006
R2M005000048,1997-11-14,1997-11-09,23341.0,鴨肉片,0002
R8M005000049,1997-11-14,1997-11-04,8000.0,鴨肉片,0008
R10M005000064,1997-11-15,1997-11-09,15000.0,鴨肉片,0010
R6M005000068,1997-11-15,1997-11-12,8000.0,鴨肉片,0006
R9M004000012,1997-11-15,1997-11-07,20000.0,香草,0009
R7M004000060,1997-11-16,1997-11-14,8000.0,香草,0007
R10M003000106,1997-11-17,1997-11-11,2000.0,全鴨,0010
R10M004000022,1997-11-17,1997-11-11,30000.0,香草,0010
R3M005000054,1997-11-18,1997-11-11,20000.0,鴨肉片,0003
R9M003000050,1997-11-18,1997-11-10,1500.0,全鴨,0009
R2M001000017,1997-11-19,1997-11-14,18326.0,米,0002
R7M002000048,1997-11-19,1997-11-17,2000.0,麵線,0007
R3M003000110,1997-11-19,1997-11-12,2500.0,全鴨,0003
R1M005000058,1997-11-20,1997-11-12,10000.0,鴨肉片,0001
R2M003000063,1997-11-20,1997-11-15,5966.0,全鴨,0002
R5M003000043,1997-11-20,1997-11-14,3325.0,全鴨,0005
R7M003000080,1997-11-21,1997-11-19,2000.0,全鴨,0007
R4M004000017,1997-11-22,1997-11-14,30000.0,香草,0004
R4M005000046,1997-11-22,1997-11-14,20000.0,鴨肉片,0004
R6M003000107,1997-11-23,1997-11-20,1000.0,全鴨,0006
R4M003000065,1997-11-23,1997-11-15,2500.0,全鴨,0004
R5M005000030,1997-11-23,1997-11-17,15000.0,鴨肉片,0005
R1M003000072,1997-11-25,1997-11-17,1500.0,全鴨,0001
R10M003000107,1997-11-26,1997-11-20,2000.0,全鴨,0010
R7M005000047,1997-11-26,1997-11-24,10000.0,鴨肉片,0007
R1M004000033,1997-11-27,1997-11-19,10000.0,香草,0001
R3M003000111,1997-11-30,1997-11-23,2500.0,全鴨,0003
R3M002000011,1997-11-30,1997-11-23,20000.0,麵線,0003
R8M003000051,1997-12-01,1997-11-21,1500.0,全鴨,0008
R9M005000056,1997-12-03,1997-11-25,8000.0,鴨肉片,0009
R6M003000108,1997-12-03,1997-11-30,1000.0,全鴨,0006
